time,delta_mag,error
2455630.899,-0.00984,0.00163
2455630.907,-0.01694,0.00161
2455630.913,-0.00994,0.00163
2455630.918,-0.00487,0.00164
2455630.924,-0.01928,0.00163
2455630.935,-0.01164,0.00163
2455630.945,-0.01027,0.00161
2455630.956,-0.00818,0.00164
2455630.967,-0.00198,0.00161
2455633.713,-0.005975,0.00145
2455633.735,-0.007245,0.0015
2455633.737,0.016415,0.00148
2455633.739,-0.009875,0.00152
2455633.751,-0.014405,0.00141
2455633.771,-0.006185,0.00145
2455633.78,0.010615,0.0012
2455633.838,0.00181,0.00169
2455633.849,-0.01836,0.0017
2455633.86,0.0053,0.00159
2455633.87,0.00719,0.00152
2455633.903,-0.00912,0.00165
2455633.909,-0.00409,0.00164
2455633.915,-0.01421,0.00164
2455633.926,-0.00784,0.00168
2455633.936,-0.00442,0.00162
2455633.947,-0.00472,0.00162
2455633.958,-0.00757,0.00166
2455633.968,-0.01529,0.0016
2455634.676,-0.005245,0.0015
2455634.679,-0.007165,0.00149
2455634.681,-0.005875,0.0015
2455634.683,-0.013445,0.00152
2455634.685,-0.008915,0.00151
2455634.688,-0.005685,0.00152
2455634.69,-0.009585,0.00149
2455634.692,-0.011685,0.00148
2455634.694,-0.003085,0.00142
2455634.697,-0.006185,0.00145
2455634.699,-0.007365,0.00145
2455634.701,-0.012885,0.00152
2455634.703,-0.006535,0.00152
2455634.706,-0.010625,0.00154
2455634.708,-0.000275,0.00156
2455634.71,-0.005195,0.00154
2455634.712,-0.008185,0.00155
2455634.714,-0.010245,0.00153
2455634.717,-0.010835,0.00152
2455634.719,-0.007815,0.00146
2455634.721,-0.001955,0.00145
2455634.723,-0.012125,0.00143
2455634.726,-0.007235,0.00141
2455634.728,-0.008375,0.00141
2455634.73,-0.009305,0.00147
2455634.732,-0.008665,0.00147
2455634.735,-0.012475,0.00147
2455634.737,-0.008345,0.00152
2455634.739,-0.010785,0.00156
2455634.741,-0.010065,0.00153
2455634.743,-0.009995,0.00155
2455634.746,-0.010845,0.00152
2455634.748,-0.007365,0.00152
2455634.75,-0.010205,0.00152
2455634.752,-0.010795,0.0015
2455634.755,-0.004695,0.00148
2455634.76,-0.005915,0.00145
2455634.764,-0.006815,0.00144
2455634.769,0.002785,0.00144
2455634.774,-0.001865,0.00146
2455634.779,-0.006835,0.00146
2455634.784,-0.009805,0.00147
2455634.789,-0.003565,0.00147
2455634.793,-0.008305,0.00147
2455634.798,-0.004185,0.00146
2455634.803,-0.006675,0.00147
2455634.808,0.001555,0.00146
2455634.831,-0.00578,0.00177
2455634.837,0.01615,0.00173
2455634.846,-0.00533,0.00177
2455634.854,0.01049,0.00162
2455634.863,-0.0048,0.00177
2455634.871,0.00445,0.00167
2455634.879,-0.00601,0.00172
2455634.888,-0.00696,0.0017
2455634.896,-0.00806,0.00167
2455634.902,-0.00254,0.00165
2455634.908,-0.00239,0.00161
2455634.913,-0.01321,0.00163
2455634.924,-0.00843,0.00164
2455634.935,-0.00216,0.00163
2455634.945,-0.00478,0.00167
2455634.956,0.00082,0.00162
2455635.674,-0.010475,0.00162
2455635.676,-0.009025,0.00152
2455635.678,-0.006745,0.00158
2455635.681,-0.004735,0.00161
2455635.683,-0.013205,0.00161
2455635.685,-0.005955,0.00163
2455635.687,-0.006905,0.0017
2455635.689,-0.004615,0.00165
2455635.692,0.000085,0.00156
2455635.694,-0.001025,0.00151
2455635.696,-0.001625,0.00149
2455635.698,-0.004615,0.00151
2455635.701,-0.006375,0.00153
2455635.703,-0.001415,0.00155
2455635.705,-0.000895,0.0016
2455635.707,-0.007345,0.00162
2455635.71,-0.001695,0.00157
2455635.712,-0.001115,0.00152
2455635.723,-0.003285,0.00151
2455635.741,-0.001945,0.00162
2455635.743,0.001845,0.00161
2455635.745,-0.006225,0.00157
2455635.748,-0.002555,0.00153
2455635.75,-0.000225,0.00155
2455635.752,-0.000585,0.00151
2455635.757,-0.006885,0.00148
2455635.762,-0.003865,0.00152
2455635.767,0.001755,0.00155
2455635.932,-0.0096,0.00163
2455635.953,-0.00573,0.00178
2455636.671,-0.010395,0.00158
2455636.673,-0.010765,0.00158
2455636.675,-0.005935,0.00156
2455636.677,-0.009215,0.00153
2455636.68,-0.004165,0.00156
2455636.682,-0.001815,0.00157
2455636.684,-0.005005,0.00159
2455636.686,-0.003855,0.0016
2455636.689,-0.007065,0.00163
2455636.691,-0.005335,0.00169
2455636.693,-0.009335,0.00171
2455636.695,0.002925,0.00173
2455636.698,0.002695,0.0017
2455636.7,0.002865,0.00167
2455636.702,-0.001305,0.00166
2455636.704,-0.003205,0.00159
2455636.706,-0.001925,0.00159
2455636.713,-0.008285,0.00162
2455636.715,-0.008285,0.00164
2455636.718,-0.011815,0.00168
2455636.72,-0.012585,0.00165
2455636.722,-0.015255,0.00167
2455636.724,-0.013295,0.0017
2455636.726,-0.000715,0.00169
2455636.729,-0.003475,0.00177
2455636.731,-0.000615,0.00169
2455636.733,-0.003735,0.00165
2455636.735,-0.000395,0.00163
2455636.738,-0.010385,0.00161
2455636.74,-0.003845,0.00163
2455636.742,-0.003725,0.00162
2455636.744,-0.005085,0.00164
2455636.746,0.000065,0.00166
2455636.749,0.002855,0.00167
2455636.754,-0.000615,0.00166
2455636.763,-0.008485,0.0017
2455636.768,-0.012675,0.00166
2455636.773,-0.012245,0.00167
2455636.778,-0.007255,0.00162
2455636.782,-0.002305,0.00162
2455636.787,-0.001065,0.00164
2455636.792,0.002445,0.00163
2455636.797,0.000955,0.00162
2455636.802,0.001275,0.00164
2455643.654,-0.000855,0.00146
2455643.665,0.002535,0.00145
2455643.675,-0.001875,0.00138
2455643.686,-0.002815,0.00145
2455643.697,0.003865,0.0014
2455643.707,-0.002535,0.0014
2455643.713,0.002045,0.00139
2455643.719,0.002925,0.00137
2455643.725,-0.004375,0.00146
2455643.733,0.005695,0.00144
2455643.744,0.005835,0.00143
2455643.754,-0.000955,0.00145
2455643.765,-0.001675,0.00149
2455643.776,0.005445,0.00153
2455643.784,0.005085,0.00153
2455643.809,0.00276,0.0017
2455643.82,0.00027,0.00168
2455643.83,0.00217,0.00172
2455643.841,-0.00074,0.00169
2455643.852,-0.00694,0.00171
2455643.862,-0.00052,0.00167
2455643.871,0.00149,0.00168
2455643.877,0.0063,0.00171
2455643.882,0.00705,0.00169
2455643.888,-0.0076,0.00172
2455643.899,0.00092,0.00171
2455643.91,-0.0029,0.00172
2455643.92,-0.00486,0.00168
2455643.931,0.00881,0.00173
2455644.657,-0.003075,0.00136
2455644.668,-0.002015,0.00137
2455644.678,-0.007765,0.00146
2455644.689,-0.002625,0.00139
2455644.7,-0.002015,0.00139
2455644.705,0.004905,0.00139
2455644.711,0.007065,0.00139
2455644.717,0.000995,0.00136
2455644.723,-0.001485,0.00138
2455644.731,0.000205,0.00144
2455644.742,-0.006465,0.00141
2455644.752,0.003535,0.00137
2455644.763,-0.001725,0.00135
2455644.774,-0.002795,0.0014
2455644.782,-0.001415,0.00142
2455644.807,0.00264,0.0017
2455644.818,-0.00551,0.00171
2455644.829,0.01,0.0017
2455644.839,-0.0013,0.00171
2455644.85,-0.00673,0.00173
2455644.858,0.00441,0.00172
2455644.867,0.00349,0.00171
2455644.872,0.00981,0.00173
2455644.878,0.01129,0.00175
2455644.884,0.00045,0.00175
2455644.895,0.00722,0.00177
2455644.905,0.01369,0.00172
2455644.916,0.01175,0.00178
2455644.927,0.02133,0.00173
2455644.937,0.01246,0.00174
2455645.649,0.004415,0.00138
2455645.66,0.013765,0.0014
2455645.67,0.005485,0.00144
2455645.681,0.003025,0.00143
2455645.692,0.006325,0.00135
2455645.702,-0.000045,0.00143
2455645.708,0.010905,0.00131
2455645.72,-0.004765,0.00144
2455645.728,-0.000425,0.00139
2455645.739,0.004505,0.00135
2455645.749,0.006865,0.00138
2455645.76,0.005035,0.00142
2455645.771,-0.003515,0.00142
2455645.779,0.007895,0.00141
2455645.804,0.00092,0.0016
2455645.815,-0.00144,0.0016
2455645.826,-0.00501,0.00162
2455645.836,0.00196,0.00166
2455645.847,0.00308,0.00166
2455645.858,-0.00552,0.00165
2455645.866,0.00269,0.00164
2455645.872,0.0064,0.00164
2455645.878,0.00173,0.00168
2455645.883,0.01145,0.00167
2455645.894,0.00329,0.00168
2455645.905,0.00398,0.00163
2455645.915,0.0109,0.00166
2455645.926,0.00411,0.00165
2455646.652,0.010215,0.00142
2455646.662,0.009505,0.00134
2455646.673,-0.000045,0.00145
2455646.684,-0.003495,0.00139
2455646.694,0.009625,0.00136
2455646.7,0.006335,0.00134
2455646.706,0.004665,0.00134
2455646.712,-0.001355,0.00142
2455646.717,0.006535,0.00142
2455646.726,-0.000345,0.0014
2455646.736,0.000675,0.00136
2455646.747,0.005595,0.0014
2455646.757,0.003875,0.0014
2455646.768,0.003845,0.00141
2455646.776,0.011505,0.00139
2455646.802,0.00401,0.00157
2455646.812,0.00242,0.00156
2455646.823,-0.00041,0.00153
2455646.833,0.00983,0.00155
2455646.844,0.00415,0.00154
2455646.855,-0.00033,0.00158
2455646.863,0.0067,0.00155
2455646.869,0.00697,0.0016
2455646.875,0.01296,0.00161
2455646.88,0.00038,0.00158
2455646.891,0.01046,0.0016
2455646.902,0.01036,0.00154
2455646.912,-0.00329,0.0016
2455646.923,0.00577,0.00157
2455647.643,0.003965,0.00134
2455647.654,0.016755,0.00136
2455647.665,0.005585,0.00137
2455647.675,-0.000265,0.00139
2455647.686,0.012925,0.00137
2455647.696,-0.000165,0.00134
2455647.702,0.011365,0.00136
2455647.708,0.003615,0.00133
2455647.714,0.005815,0.00135
2455647.722,0.005415,0.00139
2455647.733,0.002725,0.00139
2455647.743,0.005735,0.00136
2455647.754,0.013025,0.00132
2455647.765,0.008065,0.00133
2455647.773,0.006465,0.00133
2455647.798,0.00654,0.0016
2455647.809,0.00004,0.00159
2455647.819,0.0027,0.00159
2455647.83,0.00799,0.00156
2455647.841,0.00672,0.00156
2455647.851,0.00529,0.00155
2455647.859,0.01674,0.00155
2455647.865,0.00795,0.00157
2455647.871,0.01469,0.00155
2455647.877,0.01012,0.00156
2455647.887,0.0005,0.00158
2455647.898,0.00724,0.00156
2455647.909,0.01226,0.00158
2455647.919,0.01149,0.00157
2455647.93,0.00488,0.00155
2455648.639,-0.000095,0.00144
2455648.65,0.003885,0.00139
2455648.661,0.007475,0.00138
2455648.671,0.001515,0.00145
2455648.682,0.000675,0.00135
2455648.693,0.011535,0.00138
2455648.698,0.000865,0.00134
2455648.704,0.006195,0.00135
2455648.71,0.003735,0.0014
2455648.718,0.005445,0.00139
2455648.729,0.000945,0.00135
2455648.74,0.000095,0.00135
2455648.75,-0.001695,0.0014
2455648.761,0.003305,0.0014
2455648.771,0.007695,0.00141
2455648.796,0.00604,0.00162
2455648.807,0.00424,0.00159
2455648.818,0.00573,0.00159
2455648.828,0.00405,0.00164
2455648.839,0.0062,0.00165
2455648.85,0.00205,0.00162
2455648.858,0.00975,0.00162
2455648.864,0.00814,0.0016
2455648.869,0.01184,0.00161
2455648.886,-0.00138,0.00161
2455648.896,0.01215,0.00159
2455648.907,-0.00174,0.00157
2455648.918,0.0044,0.0016
2455649.641,0.003735,0.00143
2455649.652,0.008895,0.0014
2455649.663,0.002665,0.00136
2455649.673,0.003225,0.0014
2455649.684,0.007155,0.00141
2455649.692,0.008205,0.00136
2455649.698,0.006735,0.00137
2455649.704,0.005275,0.0014
2455649.712,-0.000975,0.00134
2455649.721,0.004235,0.00133
2455649.731,-0.000115,0.00137
2455649.742,0.004265,0.0014
2455649.753,-0.003075,0.00138
2455649.763,-0.000705,0.00138
2455649.794,-0.00385,0.00164
2455649.805,0.00149,0.0016
2455649.816,-0.00709,0.00161
2455649.826,0.00558,0.0016
2455649.837,0.00217,0.00158
2455649.845,0.00081,0.0016
2455649.854,0.01012,0.0016
2455649.859,0.00431,0.0016
2455649.865,0.00339,0.0016
2455649.871,0.00649,0.00158
2455649.882,0.00613,0.00161
2455649.892,-0.00318,0.0016
2455649.903,0.00703,0.00159
2455649.914,0.00358,0.0016
2455649.924,0.00685,0.00154
2455650.633,0.001035,0.00142
2455650.642,0.012285,0.00133
2455650.663,0.015975,0.00138
2455650.69,0.005085,0.00138
2455650.761,0.023315,0.00127
2455650.792,-0.00172,0.00161
2455650.803,0.00349,0.00162
2455650.813,0.00187,0.00164
2455650.824,0.00321,0.00161
2455650.835,0.00399,0.00165
2455650.843,0.00948,0.00161
2455650.851,0.01221,0.00163
2455650.857,0.00779,0.00162
2455650.863,0.0106,0.00163
2455650.869,0.00905,0.00162
2455650.879,0.00974,0.00164
2455650.89,0.01675,0.00164
2455650.901,-0.00194,0.00162
2455650.911,0.00176,0.00166
2455651.651,0.024735,0.00136
2455651.761,0.004035,0.00141
2455652.628,-0.003155,0.00141
2455652.636,0.002295,0.00141
2455652.647,0.015865,0.00135
2455652.657,0.009165,0.00139
2455652.668,0.005595,0.00137
2455652.679,0.012945,0.00133
2455652.684,0.001895,0.00133
2455652.69,0.001035,0.00134
2455652.696,0.010235,0.00136
2455652.704,0.003795,0.00133
2455652.713,0.004255,0.00132
2455652.723,0.002595,0.00135
2455652.734,0.007895,0.00138
2455652.744,-0.000655,0.00135
2455652.755,0.004945,0.00132
2455652.786,0.00165,0.00167
2455652.797,0.00856,0.00166
2455652.807,0.00042,0.00168
2455652.835,-0.00165,0.00165
2455652.844,0.00074,0.00167
2455652.849,0.00551,0.00163
2455652.855,0.00869,0.00169
2455652.861,0.01179,0.00164
2455652.872,-0.00242,0.00168
2455652.882,0.00695,0.00168
2455652.893,0.0129,0.00165
2455652.903,-0.00481,0.00165
2455652.914,0.00307,0.00164
2455653.626,0.002695,0.00132
2455653.643,-0.000505,0.00138
2455653.653,0.004525,0.00134
2455653.664,-0.000905,0.00135
2455653.675,0.002315,0.00137
2455653.681,-0.000295,0.00134
2455653.686,0.004635,0.00136
2455653.692,-0.000215,0.00136
2455653.698,0.011205,0.00133
2455653.706,0.000875,0.00129
2455653.717,0.000725,0.00131
2455653.727,0.001795,0.0013
2455653.749,0.011425,0.00132
2455653.757,0.008665,0.00132
2455653.782,0.00934,0.00164
2455653.793,-0.00559,0.00164
2455653.803,0.00463,0.00163
2455653.814,0.00776,0.00165
2455653.825,0.00728,0.00165
2455653.835,0.00921,0.00165
2455653.843,0.01317,0.00165
2455653.849,0.01255,0.00164
2455653.855,0.00468,0.00161
2455653.861,0.00955,0.00161
2455653.871,0.00242,0.00162
2455653.882,-0.00182,0.00164
2455653.893,0.00713,0.00161
2455653.903,0.00788,0.00161
2455654.813,0.00192,0.00167
2455654.832,0.00336,0.00167
2455654.84,0.0007,0.00168
2455654.846,0.0069,0.00167
2455654.852,0.01179,0.00168
2455654.858,0.00673,0.00165
2455654.879,0.00205,0.00163
2455654.89,0.00365,0.00166
2455654.9,0.00549,0.00164
2455654.911,0.00109,0.00164
2455655.629,0.005975,0.00131
2455655.637,0.000445,0.00133
2455655.646,0.002635,0.00138
2455655.656,-0.000015,0.00134
2455655.667,0.005645,0.00138
2455655.675,0.002565,0.00141
2455655.681,0.002255,0.00133
2455655.687,0.006495,0.00134
2455655.693,0.004535,0.00132
2455655.701,0.011975,0.00136
2455655.712,0.008075,0.0014
2455655.723,0.001625,0.00138
2455655.744,0.009525,0.00138
2455655.752,0.011265,0.00138
2455655.777,0.00265,0.00166
2455655.788,0.01201,0.00165
2455655.799,0.00618,0.00167
2455655.809,0.00516,0.00165
2455655.82,0.00193,0.00164
2455655.828,0.00571,0.00165
2455655.837,0.00665,0.00163
2455655.843,0.01096,0.00166
2455655.848,0.00215,0.00165
2455655.854,0.0043,0.00163
2455655.865,0.01081,0.00163
2455655.876,0.00027,0.00161
2455655.886,-0.00045,0.00163
2455655.897,0.00473,0.00164
2455655.908,-0.0045,0.00163
2455656.621,0.011515,0.00138
2455656.629,0.002505,0.00141
2455656.638,0.012945,0.00133
2455656.646,0.013345,0.00136
2455656.657,-0.002035,0.0014
2455656.667,0.006145,0.00143
2455656.673,0.008435,0.00137
2455656.679,0.000325,0.00134
2455656.685,0.007705,0.00138
2455656.72,0.001655,0.00136
2455656.731,0.002815,0.00137
2455656.741,0.006415,0.00139
2455656.75,0.005245,0.0014
2455656.775,0.00207,0.00166
2455656.785,0.0046,0.00168
2455656.796,0.0035,0.00171
2455656.807,0.01184,0.00166
2455656.817,0.00969,0.00165
2455656.826,0.00045,0.00163
2455656.834,0.01202,0.00162
2455656.84,0.00252,0.00164
2455656.846,-0.00506,0.00163
2455656.851,0.01406,0.00163
2455656.862,0.00554,0.00164
2455656.873,0.00438,0.00163
2455656.883,0.00993,0.00161
2455656.894,0.01131,0.00165
2455656.904,0.00408,0.00163
2455657.77,0.0085,0.00166
2455657.781,0.00395,0.00165
2455657.791,0.00395,0.00166
2455657.802,-0.00083,0.00163
2455657.823,0.01087,0.00163
2455657.832,0.00623,0.00163
2455657.837,0.00801,0.00164
2455657.843,0.01191,0.00164
2455657.849,0.0073,0.00164
2455657.86,0.00838,0.00165
2455657.892,-0.00345,0.00169
2455657.902,0.00889,0.00168
2455662.618,0.007005,0.00149
2455662.62,0.001835,0.00149
2455662.622,-0.000555,0.00148
2455662.625,0.001585,0.00145
2455662.627,0.007815,0.00144
2455662.629,-0.000195,0.00144
2455662.631,0.000215,0.00145
2455662.634,0.000625,0.00146
2455662.636,-0.000955,0.00147
2455662.64,-0.006365,0.00154
2455662.643,-0.002905,0.00157
2455662.645,-0.003465,0.00155
2455662.647,-0.005545,0.00155
2455662.649,-0.000485,0.00153
2455662.651,-0.000515,0.00152
2455662.654,-0.003775,0.00152
2455662.656,0.001305,0.00152
2455662.658,0.001685,0.00151
2455662.66,0.006465,0.0015
2455662.663,0.000805,0.00145
2455662.665,0.005695,0.00144
2455662.667,0.004275,0.00144
2455662.669,0.004665,0.00145
2455662.671,0.000955,0.00144
2455662.674,0.000475,0.00145
2455662.676,-0.004145,0.00148
2455662.678,0.001365,0.00148
2455662.683,0.003045,0.00151
2455662.688,0.004235,0.0015
2455662.693,0.010505,0.00152
2455662.697,0.014285,0.00153
2455662.702,-0.003575,0.00153
2455662.707,0.003625,0.00149
2455662.712,0.002855,0.0015
2455662.717,0.003145,0.00148
2455662.722,0.002575,0.00148
2455662.726,0.006165,0.00149
2455662.731,0.006325,0.00147
2455662.757,0.00899,0.00156
2455662.765,-0.00029,0.00158
2455662.774,0.00298,0.00154
2455662.782,0.00449,0.00153
2455662.79,-0.00265,0.00154
2455662.799,0.00573,0.00151
2455662.807,0.00274,0.00148
2455662.815,0.00762,0.00152
2455662.821,0.0091,0.00153
2455662.827,0.01,0.00155
2455662.833,0.00999,0.00152
2455662.841,0.00872,0.00154
2455662.852,0.00354,0.00151
2455662.862,0.00512,0.00153
2455662.873,0.0087,0.00149
2455662.884,0.00469,0.00149
2455663.844,-0.00899,0.00176
2455663.855,-0.00091,0.00173
2455663.866,-0.01308,0.0017
2455663.876,-0.00375,0.00165
2455670.681,-0.003975,0.00147
2455671.626,-0.004495,0.00137
2455671.63,0.002185,0.00134
2455671.633,0.000665,0.00134
2455671.635,0.001375,0.00135
2455671.637,0.003305,0.00134
2455671.639,-0.002745,0.00135
2455671.642,0.004875,0.00133
2455671.644,0.002475,0.00134
2455671.646,-0.001475,0.00133
2455671.648,0.000645,0.00133
2455671.657,-0.004075,0.00131
2455671.667,-0.000935,0.0013
2455671.678,-0.007845,0.00135
2455671.689,0.003915,0.00142
2455671.699,0.000625,0.00145
2455671.708,0.003455,0.00146
2455671.733,0.00787,0.00193
2455671.744,-0.007,0.00192
2455671.754,-0.00716,0.00191
2455671.776,0.00144,0.00199
2455671.786,-0.00331,0.00198
2455671.795,0.00665,0.00202
2455671.8,-0.01268,0.00198
2455671.812,0.00823,0.00197
2455672.626,-0.004805,0.00137
2455672.628,0.001955,0.00138
2455672.64,-0.000235,0.00135
2455672.644,0.002865,0.00135
2455672.65,-0.008465,0.00132
2455672.659,-0.005465,0.00134
2455672.669,-0.003945,0.00134
2455672.69,0.000105,0.00132
2455672.701,0.003235,0.00134
2455672.732,-0.00531,0.00188
2455672.742,-0.00846,0.00182
2455672.753,-0.00551,0.00181
2455672.764,-0.0035,0.00188
2455672.774,-0.00375,0.00188
2455672.783,-0.00014,0.0019
2455672.791,0.00914,0.0019
2455672.797,-0.00077,0.00189
2455672.803,0.00218,0.00191
2455672.808,0.007,0.00188
2455672.819,-0.00119,0.00189
2455672.83,-0.00211,0.00192
2455676.717,-0.00424,0.00172
2455676.76,-0.00367,0.00166
2455676.77,-0.00052,0.00166
2455676.796,0.00151,0.00167
2455676.849,0.01365,0.00161
2455677.627,0.001135,0.00136
2455677.629,0.001595,0.00136
2455677.631,-0.002805,0.00134
2455677.637,-0.002705,0.0013
2455677.646,-0.000205,0.00133
2455677.654,-0.004625,0.00134
2455677.665,0.003525,0.00135
2455677.676,-0.000835,0.00135
2455677.687,-0.003365,0.00133
2455677.718,0.00275,0.00166
2455677.728,0.00319,0.00167
2455677.739,0.0025,0.00165
2455677.75,0.00731,0.00163
2455677.76,0.00717,0.00164
2455677.769,-0.00134,0.00165
2455677.777,-0.00237,0.00166
2455677.783,0.00134,0.00165
2455677.789,0.01028,0.00164
2455677.794,0.00091,0.00161
2455677.805,-0.00295,0.00162
2455677.816,-0.00371,0.0016
2455677.826,0.00987,0.0016
2455677.837,0.00225,0.00161
2455677.848,-0.00314,0.00157
2455678.73,-0.00543,0.00168
2455678.74,-0.00897,0.00168
2455678.77,-0.00599,0.00172
2455678.788,-0.00036,0.00167
2455678.793,-0.001,0.00166
2455678.804,-0.00436,0.00167
2455678.815,-0.00867,0.00169
2455678.825,-0.0039,0.00164
2455680.632,-0.005635,0.00135
2455680.64,-0.007785,0.00132
2455680.649,-0.005775,0.00134
2455680.657,-0.006215,0.00134
2455680.668,-0.005975,0.00135
2455680.678,-0.006435,0.00134
2455680.709,-0.00491,0.0017
2455680.72,-0.0079,0.00169
2455680.731,-0.00851,0.00167
2455680.741,0.00071,0.0017
2455680.76,-0.00584,0.00172
2455680.769,-0.01044,0.00173
2455680.774,-0.00708,0.00173
2455680.78,-0.00985,0.00172
2455680.786,0.00029,0.00169
2455680.797,-0.00689,0.00172
2455680.807,-0.0166,0.00171
2455680.818,-0.00627,0.00173
2455680.829,-0.003,0.00168
2455681.633,0.004555,0.00136
2455681.649,0.002245,0.00132
2455681.658,-0.009275,0.00137
2455681.679,-0.004075,0.00139
2455681.704,-0.00814,0.00168
2455681.715,-0.00418,0.0017
2455681.726,-0.00766,0.00168
2455681.766,-0.00124,0.0017
2455681.794,0.01025,0.00154
2455681.804,0.00264,0.00159
2455681.826,0.01169,0.0016
2455681.836,-0.00152,0.0016
2455682.633,0.009145,0.00139
2455682.642,-0.000075,0.00137
2455682.65,-0.000235,0.00138
2455682.658,-0.004595,0.00139
2455682.669,-0.008655,0.00138
2455682.703,-0.00943,0.00166
2455682.713,0.00187,0.00169
2455682.724,-0.00644,0.00168
2455682.745,-0.00498,0.00165
2455682.764,-0.01689,0.00164
2455682.792,-0.0015,0.00164
2455682.803,-0.00279,0.00164
2455682.814,0.00299,0.00163
2455682.824,0.00732,0.00162
2455683.634,-0.002075,0.00143
2455683.642,-0.005325,0.00142
2455683.651,-0.001615,0.00141
2455683.67,-0.006525,0.00141
2455683.701,-0.01004,0.00165
2455683.711,-0.01206,0.00162
2455683.722,-0.00011,0.00159
2455683.732,-0.00654,0.0016
2455683.743,-0.00781,0.00163
2455683.754,-0.00761,0.00161
2455683.801,-0.00371,0.00165
2455683.811,-0.01349,0.00165
2455683.822,-0.01328,0.00164
2455684.643,-0.005325,0.00142
2455684.651,-0.005065,0.00141
2455684.659,-0.005285,0.0014
2455684.67,-0.006205,0.00139
2455684.695,-0.00891,0.00166
2455684.706,-0.00956,0.00168
2455684.716,-0.02019,0.00165
2455684.727,-0.00665,0.00164
2455684.737,-0.01068,0.00166
2455684.748,-0.0135,0.00163
2455684.795,-0.00812,0.00165
2455684.816,-0.00417,0.00161
2455686.652,0.003575,0.0013
2455686.661,-0.004195,0.00131
2455686.669,-0.002115,0.00133
2455686.694,0.00208,0.00169
2455686.705,-0.00655,0.00166
2455686.715,-0.0002,0.0017
2455686.726,0.00515,0.00167
2455686.736,0.00642,0.00168
2455686.765,0.00937,0.00163
2455686.781,0.00745,0.00162
2455686.792,0.0081,0.00166
2455686.802,0.01107,0.00161
2455686.813,0.00805,0.00162
2455687.662,0.010925,0.00127
2455687.687,0.00661,0.00167
2455687.695,0.00684,0.0017
2455687.716,-0.00183,0.00166
2455687.727,-0.00625,0.00167
2455687.737,-0.00497,0.00169
2455687.752,-0.00589,0.00171
2455687.757,-0.00927,0.00171
2455687.763,-0.0005,0.0017
2455687.769,-0.00193,0.00171
2455687.79,0.00739,0.00165
2455687.801,0.01181,0.00169
2455687.811,0.00228,0.00164
2455688.637,0.001285,0.00134
2455688.645,0.002965,0.00131
2455688.654,0.006445,0.00134
2455688.662,0.002235,0.00133
2455688.73,-0.00525,0.00174
2455688.738,-0.0049,0.00171
2455688.752,-0.00204,0.00177
2455688.758,-0.00134,0.00175
2455688.764,-0.00522,0.00173
2455688.775,-0.00146,0.00173
2455688.796,0.00307,0.00174
2455690.679,-0.00241,0.00181
2455690.688,0.00102,0.00184
2455690.696,0.00102,0.00182
2455690.705,0.00119,0.0018
2455690.721,-0.0041,0.00179
2455690.73,-0.00436,0.00178
2455690.738,-0.00147,0.00179
2455690.744,0.00107,0.00181
2455690.75,-0.00699,0.00178
2455690.756,0.00644,0.00178
2455690.764,0.00047,0.00177
2455690.785,-0.00367,0.00176
2455690.796,-0.0033,0.00172
2455690.807,-0.00454,0.00172
2455697.639,-0.003945,0.00167
2455697.7,-0.00097,0.00226
2455699.654,-0.00473,0.002
2455699.662,-0.01105,0.00202
2455699.713,0.0046,0.00214
2455701.682,0.02124,0.00156
2455702.69,0.00084,0.00171
2455702.758,-0.00075,0.00185
2455703.645,0.00024,0.00173
2455703.654,-0.00652,0.00172
2455703.67,0.00316,0.00169
2455703.681,-0.0001,0.00169
2455703.7,-0.00637,0.00169
2455703.708,-0.00193,0.0017
2455703.714,-0.00174,0.0017
2455703.72,0.00303,0.00171
2455703.739,-0.00574,0.00169
2455703.75,0.01549,0.00169
2455703.761,-0.00099,0.0017
2455703.771,-0.0102,0.00175
2455704.643,0.00558,0.00175
2455704.652,0.00503,0.00171
2455704.66,-0.00147,0.00169
2455704.679,-0.0026,0.00171
2455704.69,0.01068,0.00167
2455704.698,-0.00003,0.00172
2455704.704,0.00285,0.0017
2455704.71,0.00422,0.00171
2455704.716,0.00518,0.00172
2455704.721,0.0119,0.0017
2455704.732,0.00953,0.00168
2455704.743,-0.0079,0.00171
2455705.644,0.01097,0.00175
2455705.653,-0.00128,0.00167
2455705.661,0.00609,0.00168
2455705.669,-0.00364,0.0017
2455705.68,0.01457,0.00165
2455705.691,0.00963,0.00166
2455705.699,0.01123,0.00166
2455705.705,0.00337,0.00169
2455705.711,0.00428,0.00166
2455705.727,-0.00684,0.00171
2455705.738,-0.00067,0.00169
2455705.748,-0.0036,0.00167
2455705.759,0.00109,0.00168
2455706.644,-0.00118,0.00177
2455706.653,0.00143,0.00173
2455706.727,0.0021,0.00172
2455706.738,-0.00833,0.0017
2455707.645,-0.00228,0.00183
2455707.653,-0.00002,0.00178
2455707.67,-0.00078,0.00172
2455707.689,0.00046,0.00172
2455707.697,-0.00123,0.00173
2455707.703,-0.00187,0.00175
2455707.709,0.00373,0.00174
2455707.715,0.00105,0.00173
2455707.726,-0.00269,0.00175
2455707.736,0.00073,0.00175
2455707.747,0.00097,0.00174
2455707.757,0.00078,0.00174
2455708.651,-0.00245,0.00174
2455708.659,-0.00285,0.00172
